Total Records Added 1257 
#.,ID
0,7277367
1,472694720
2,7728351
3,7261104
4,8466116
5,7257470
6,7717418
7,472617367
8,472616565
9,472615837
10,472615138
11,8451045
12,7250834
13,7713581
14,472612329
15,472611851
16,8450340
17,472611330
18,472610782
19,472608862
20,472608483
21,8449560
22,472608112
23,8449460
24,472607596
25,8447361
26,8447166
27,8446942
28,8442568
29,7705768
30,8442364
31,8442313
32,7705559
33,7244873
34,7705397
35,7705250
36,8437794
37,7701308
38,8436986
39,8436715
40,7700532
41,8436305
42,7698091
43,8431933
44,8431792
45,472536260
46,8431652
47,7237518
48,472535034
49,472533466
50,8429732
51,472524833
52,472523522
53,472516613
54,8426574
55,8425053
56,8424800
57,8424524
58,8424349
59,472506331
60,472504393
61,8423441
62,7228891
63,7683778
64,7683618
65,7228510
66,8418233
67,7683035
68,8417939
69,8417833
70,7682641
71,7227534
72,7681917
73,7227353
74,7227242
75,8416507
76,7227172
77,8416015
78,7226817
79,472469458
80,472469270
81,472468664
82,472468427
83,472465132
84,472464635
85,472464037
86,472463360
87,472462834
88,472449605
89,8409182
90,472448942
91,8409091
92,472447018
93,472445760
94,472444954
95,472443647
96,7672959
97,7220575
98,472440200
99,472439709
100,7220471
101,472439083
102,8406564
103,7220285
104,472438622
105,7672290
106,7672117
107,7219884
108,472436331
109,472435119
110,7219542
111,7219530
112,8405151
113,7219377
114,8404985
115,7671024
116,7219222
117,7670967
118,8404755
119,7670763
120,7219042
121,7670624
122,7218884
123,472426913
124,472426564
125,472426160
126,472425692
127,472416580
128,472415951
129,472415505
130,472414978
131,472413276
132,472412726
133,472411990
134,472411178
135,7665616
136,7665438
137,472406964
138,472406316
139,472405458
140,472404631
141,472404516
142,472403238
143,472402495
144,472400599
145,472400477
146,472399816
147,472399194
148,472398502
149,8394975
150,8394872
151,7212240
152,8394630
153,472391127
154,472390260
155,472390191
156,472389736
157,472389331
158,472389264
159,472388735
160,472388473
161,8392089
162,8391845
163,7209703
164,7657812
165,8390927
166,472380696
167,7209412
168,7209309
169,7209200
170,472378336
171,472377773
172,472377195
173,8389504
174,7208429
175,7208360
176,7208292
177,8389110
178,8388991
179,7207995
180,472372293
181,472371765
182,7207766
183,8388410
184,8388339
185,472371176
186,7655194
187,472370637
188,7207571
189,8387862
190,472349555
191,472349279
192,472349068
193,472348465
194,472348428
195,472347360
196,472346934
197,472344244
198,7643199
199,7198627
200,7642916
201,8375047
202,472310046
203,472309199
204,472308194
205,472307376
206,7607134
207,7172311
208,7606842
209,8335725
210,472044610
211,472043983
212,472043277
213,472042467
214,7573299
215,8299540
216,7573008
217,7147511
218,471934232
219,471933686
220,471932772
221,471932142
222,6783856
223,7502646
224,6783542
225,6783396
226,6779921
227,6779632
228,6556166
229,7498218
230,468095246
231,468094675
232,468093951
233,468092842
234,467921671
235,467920766
236,467919589
237,467918764
238,6415482
239,6293777
240,7123717
241,6276162
242,6275893
243,6258972
244,7069691
245,7069411
246,6258417
247,6255984
248,7064063
249,6255629
250,7063586
251,467668879
252,467668090
253,467666835
254,6355126
255,6252354
256,6252121
257,7054541
258,467608363
259,7034772
260,7034524
261,6239652
262,7034116
263,7032014
264,6330863
265,6238190
266,6238117
